district,state,year,flood_events,area_affected_ha,people_affected,damage_cr
Khammam,Telangana,2022,5,15562,72778,323
Khammam,Telangana,2023,3,16819,71385,89
Khammam,Telangana,2024,1,15830,32505,276
Kumuram Bheem Asifabad,Telangana,2015,1,13744,63724,63
Kumuram Bheem Asifabad,Telangana,2016,1,8111,26091,175
Kumuram Bheem Asifabad,Telangana,2017,5,19270,49081,342
Kumuram Bheem Asifabad,Telangana,2018,1,9942,44031,141
Kumuram Bheem Asifabad,Telangana,2019,5,4308,77017,120
Kumuram Bheem Asifabad,Telangana,2020,5,13638,21835,67
Kumuram Bheem Asifabad,Telangana,2021,5,17178,55400,124
Kumuram Bheem Asifabad,Telangana,2022,4,4296,47083,152
Kumuram Bheem Asifabad,Telangana,2023,5,5405,57861,167
Kumuram Bheem Asifabad,Telangana,2024,1,13241,10176,251
Mahabubabad,Telangana,2015,4,6822,33155,244
Mahabubabad,Telangana,2016,2,12488,13813,165
Mahabubabad,Telangana,2017,1,3288,23130,130
Mahabubabad,Telangana,2018,5,12928,59601,352
Mahabubabad,Telangana,2019,4,13686,56961,87
Mahabubabad,Telangana,2020,3,12264,30846,107
Mahabubabad,Telangana,2021,5,5295,22403,188
Mahabubabad,Telangana,2022,3,6529,47972,67
Mahabubabad,Telangana,2023,3,15644,22558,294
Mahabubabad,Telangana,2024,4,9244,34719,116
Mahabubnagar,Telangana,2015,3,6205,11007,184
Mahabubnagar,Telangana,2016,2,14082,71106,212
Mahabubnagar,Telangana,2017,2,17507,57235,305
Mahabubnagar,Telangana,2018,4,11422,68644,285
Mahabubnagar,Telangana,2019,3,15881,25019,320
Mahabubnagar,Telangana,2020,3,15026,19071,103
Mahabubnagar,Telangana,2021,4,6342,60532,393
Mahabubnagar,Telangana,2022,3,7317,28824,100
Mahabubnagar,Telangana,2023,5,15594,66532,158
Mahabubnagar,Telangana,2024,1,8808,27334,329
Mancherial,Telangana,2015,4,13416,58324,345
Mancherial,Telangana,2016,3,9017,10868,171
Mancherial,Telangana,2017,4,15684,72569,94
Mancherial,Telangana,2018,5,12607,16139,263
Mancherial,Telangana,2019,1,11724,62716,97
Mancherial,Telangana,2020,5,10513,43979,283
Mancherial,Telangana,2021,5,11327,52163,102
Mancherial,Telangana,2022,1,3757,55799,191
Mancherial,Telangana,2023,1,6627,19802,319
Mancherial,Telangana,2024,4,3301,21860,341
Medak,Telangana,2015,2,4968,63329,397
Medak,Telangana,2016,1,19260,19959,68
Medak,Telangana,2017,4,12502,13192,204
Medak,Telangana,2018,2,6290,57581,78
Medak,Telangana,2019,3,11215,41214,178
Medak,Telangana,2020,3,17103,56486,267
Medak,Telangana,2021,5,17495,18654,90
Medak,Telangana,2022,5,3707,30425,206
Medak,Telangana,2023,4,9383,79100,270
Medak,Telangana,2024,1,15264,51835,319
Medchal Malkajgiri,Telangana,2015,4,9541,55337,74
Medchal Malkajgiri,Telangana,2016,4,15309,76906,101
Medchal Malkajgiri,Telangana,2017,2,6812,19811,346
Medchal Malkajgiri,Telangana,2018,2,8999,26038,153
Medchal Malkajgiri,Telangana,2019,2,16586,15859,110
Medchal Malkajgiri,Telangana,2020,4,9822,13699,365
Medchal Malkajgiri,Telangana,2021,1,10045,68542,173
Medchal Malkajgiri,Telangana,2022,2,19685,40521,320
Medchal Malkajgiri,Telangana,2023,2,14774,46962,239
Medchal Malkajgiri,Telangana,2024,2,6913,10275,214
Mulugu,Telangana,2015,4,17271,33962,358
Mulugu,Telangana,2016,4,6746,16634,243
Mulugu,Telangana,2017,3,13747,35968,178
Mulugu,Telangana,2018,5,19824,26972,104
Mulugu,Telangana,2019,3,14426,52246,280
Mulugu,Telangana,2020,5,13579,62737,233
Mulugu,Telangana,2021,1,6095,18272,332
Mulugu,Telangana,2022,3,3859,53112,93
Mulugu,Telangana,2023,5,6592,70501,58
Mulugu,Telangana,2024,4,8929,23392,268
Nagarkurnool,Telangana,2015,1,10845,33381,304
Nagarkurnool,Telangana,2016,5,18391,34798,317
Nagarkurnool,Telangana,2017,5,4083,46855,175
Nagarkurnool,Telangana,2018,2,14659,27805,240
Nagarkurnool,Telangana,2019,2,9908,69959,336
Nagarkurnool,Telangana,2020,5,6583,75930,322
Nagarkurnool,Telangana,2021,4,4066,25587,95
Nagarkurnool,Telangana,2022,2,7452,40585,199
Nagarkurnool,Telangana,2023,4,18651,31662,237
Nagarkurnool,Telangana,2024,4,14537,36401,355
Nalgonda,Telangana,2015,5,7305,26920,339
Nalgonda,Telangana,2016,5,6039,61741,89
Nalgonda,Telangana,2017,4,5244,52720,108
Nalgonda,Telangana,2018,3,12803,13348,98
Nalgonda,Telangana,2019,5,6891,67314,92
Nalgonda,Telangana,2020,5,15553,46392,349
Nalgonda,Telangana,2021,4,10966,78223,288
Nalgonda,Telangana,2022,5,17803,29388,343
Nalgonda,Telangana,2023,4,9537,67726,392
Nalgonda,Telangana,2024,3,13205,30144,68
Narayanpet,Telangana,2015,5,3833,19505,399
Narayanpet,Telangana,2016,5,12758,68787,92
Narayanpet,Telangana,2017,1,12191,17651,211
Narayanpet,Telangana,2018,5,13947,60447,188
Narayanpet,Telangana,2019,3,11402,59783,268
Narayanpet,Telangana,2020,1,5608,55357,264
Narayanpet,Telangana,2021,5,8353,31089,272
Narayanpet,Telangana,2022,3,14902,53002,238
Narayanpet,Telangana,2023,5,11509,59376,152
Narayanpet,Telangana,2024,5,18053,35660,236
Nirmal,Telangana,2015,2,11858,14149,240
Nirmal,Telangana,2016,2,15804,79497,159
Nirmal,Telangana,2017,5,15372,49233,69
Nirmal,Telangana,2018,1,4934,44795,74
Nirmal,Telangana,2019,3,13894,34556,270
Nirmal,Telangana,2020,1,17576,19205,62
Nirmal,Telangana,2021,2,17232,79025,330
Nirmal,Telangana,2022,2,19723,48730,279
Nirmal,Telangana,2023,5,18380,33110,391
Nirmal,Telangana,2024,5,4416,28275,270
Nizamabad,Telangana,2015,2,4075,42278,172
Nizamabad,Telangana,2016,1,15052,47258,64
Nizamabad,Telangana,2017,3,19950,34000,55
Nizamabad,Telangana,2018,4,13521,66348,190
Nizamabad,Telangana,2019,2,6649,10829,252
Nizamabad,Telangana,2020,4,13629,48525,356
Nizamabad,Telangana,2021,1,18309,58856,208
Nizamabad,Telangana,2022,5,15044,35297,87
Nizamabad,Telangana,2023,4,16602,68000,228
Nizamabad,Telangana,2024,2,4494,67881,180
Peddapalli,Telangana,2015,5,12648,64299,78
Peddapalli,Telangana,2016,3,10127,47773,237
Peddapalli,Telangana,2017,4,18805,63965,324
Peddapalli,Telangana,2018,4,7467,56378,332
Peddapalli,Telangana,2019,2,14020,38322,149
Peddapalli,Telangana,2020,1,12523,47800,143
Peddapalli,Telangana,2021,5,15082,21947,62
Peddapalli,Telangana,2022,2,10098,11724,103
Peddapalli,Telangana,2023,1,11155,56848,211
Peddapalli,Telangana,2024,4,12908,63634,96
Rajanna Sircilla,Telangana,2015,4,14841,24901,268
Rajanna Sircilla,Telangana,2016,4,13921,28939,320
Rajanna Sircilla,Telangana,2017,3,18716,73654,107
Rajanna Sircilla,Telangana,2018,4,16166,39450,356
Rajanna Sircilla,Telangana,2019,1,16193,62691,227
Rajanna Sircilla,Telangana,2020,4,7845,58720,214
Rajanna Sircilla,Telangana,2021,1,12151,70680,105
Rajanna Sircilla,Telangana,2022,4,10396,62039,320
Rajanna Sircilla,Telangana,2023,4,10496,27617,233
Rajanna Sircilla,Telangana,2024,3,7768,26558,324
Ranga Reddy,Telangana,2015,5,8101,55394,213
Ranga Reddy,Telangana,2016,3,9059,56013,392
Ranga Reddy,Telangana,2017,4,15437,19125,336
Ranga Reddy,Telangana,2018,4,19690,30658,307
Ranga Reddy,Telangana,2019,5,4649,52943,212
Ranga Reddy,Telangana,2020,5,5748,72656,85
Ranga Reddy,Telangana,2021,4,5988,41718,203
Ranga Reddy,Telangana,2022,5,17459,16720,328
Ranga Reddy,Telangana,2023,3,3773,72101,76
Ranga Reddy,Telangana,2024,1,16934,47353,235
Sangareddy,Telangana,2015,3,8552,21193,294
Sangareddy,Telangana,2016,2,18632,26152,372
Sangareddy,Telangana,2017,5,19808,34959,105
Sangareddy,Telangana,2018,3,8453,67312,67
Sangareddy,Telangana,2019,2,15490,15933,272
Sangareddy,Telangana,2020,5,12939,66717,272
Sangareddy,Telangana,2021,3,9803,33727,99
Sangareddy,Telangana,2022,2,4125,50242,99
Sangareddy,Telangana,2023,3,15666,18985,375
Sangareddy,Telangana,2024,4,15287,45525,201
Siddipet,Telangana,2015,2,14764,64046,327
Siddipet,Telangana,2016,2,9427,60339,77
Siddipet,Telangana,2017,5,13613,51900,84
Siddipet,Telangana,2018,2,3373,40923,140
Siddipet,Telangana,2019,5,11988,30958,152
Siddipet,Telangana,2020,5,6678,53661,95
Siddipet,Telangana,2021,2,5649,55308,149
Siddipet,Telangana,2022,5,12108,62674,301
Siddipet,Telangana,2023,3,13514,20052,72
Siddipet,Telangana,2024,1,7449,60146,77
Suryapet,Telangana,2015,1,11278,69207,175
Suryapet,Telangana,2016,4,11222,76762,245
Suryapet,Telangana,2017,1,11305,29777,349
Suryapet,Telangana,2018,1,13537,31589,189
Suryapet,Telangana,2019,2,17617,18997,79
Suryapet,Telangana,2020,5,13217,34475,50
Suryapet,Telangana,2021,2,11018,31893,67
Suryapet,Telangana,2022,1,10046,22857,110
Suryapet,Telangana,2023,2,17007,60091,272
Suryapet,Telangana,2024,4,10274,75634,379
Vikarabad,Telangana,2015,1,18276,45365,187
Vikarabad,Telangana,2016,1,14105,33318,384
Vikarabad,Telangana,2017,1,14335,66287,226
Vikarabad,Telangana,2018,4,12551,71613,293
Vikarabad,Telangana,2019,4,17815,60548,182
Vikarabad,Telangana,2020,1,18915,19856,268
Vikarabad,Telangana,2021,4,18861,62219,92
Vikarabad,Telangana,2022,3,13968,62526,264
Vikarabad,Telangana,2023,3,12769,39619,76
Vikarabad,Telangana,2024,1,11467,74087,329
Wanaparthy,Telangana,2015,5,14268,22681,261
Wanaparthy,Telangana,2016,1,11638,64976,237
Wanaparthy,Telangana,2017,4,9872,27067,133
Wanaparthy,Telangana,2018,5,10700,35739,190
Wanaparthy,Telangana,2019,1,18399,35105,158
Wanaparthy,Telangana,2020,3,6440,15687,216
Wanaparthy,Telangana,2021,2,19613,37604,100
Wanaparthy,Telangana,2022,2,13311,65019,157
Wanaparthy,Telangana,2023,3,14821,77779,97
Wanaparthy,Telangana,2024,2,10376,48316,179
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2015,2,1855,8064,57
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2016,2,1661,6217,26
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2017,1,1799,11728,70
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2018,0,2367,7311,100
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2019,1,3501,14035,88
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2020,0,718,13445,90
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2021,1,2737,6416,60
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2022,1,4598,13993,87
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2023,0,3495,3393,31
Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,2024,2,2351,7848,51
Daman,The Dadra And Nagar Haveli And Daman And Diu,2015,1,4794,8743,43
Daman,The Dadra And Nagar Haveli And Daman And Diu,2016,2,1514,6396,85
Daman,The Dadra And Nagar Haveli And Daman And Diu,2017,2,982,7136,77
Daman,The Dadra And Nagar Haveli And Daman And Diu,2018,0,933,9179,61
Daman,The Dadra And Nagar Haveli And Daman And Diu,2019,0,3242,14824,37
Daman,The Dadra And Nagar Haveli And Daman And Diu,2020,0,3242,13149,50
Daman,The Dadra And Nagar Haveli And Daman And Diu,2021,0,3353,11610,79
Daman,The Dadra And Nagar Haveli And Daman And Diu,2022,1,1838,1500,72
Daman,The Dadra And Nagar Haveli And Daman And Diu,2023,0,2576,6363,32
Daman,The Dadra And Nagar Haveli And Daman And Diu,2024,2,3069,13914,82
Diu,The Dadra And Nagar Haveli And Daman And Diu,2015,1,4431,4836,65
Diu,The Dadra And Nagar Haveli And Daman And Diu,2016,1,4576,1042,87
Diu,The Dadra And Nagar Haveli And Daman And Diu,2017,0,4930,8629,51
Diu,The Dadra And Nagar Haveli And Daman And Diu,2018,0,2171,3927,76
Diu,The Dadra And Nagar Haveli And Daman And Diu,2019,1,2962,3031,46
Diu,The Dadra And Nagar Haveli And Daman And Diu,2020,1,1338,6400,100
Diu,The Dadra And Nagar Haveli And Daman And Diu,2021,1,2074,13141,34
Diu,The Dadra And Nagar Haveli And Daman And Diu,2022,0,2400,6566,45
Diu,The Dadra And Nagar Haveli And Daman And Diu,2023,1,2695,1514,12
Diu,The Dadra And Nagar Haveli And Daman And Diu,2024,2,3291,9640,36
Dhalai,Tripura,2015,9,38513,182289,876
Dhalai,Tripura,2016,9,35626,161973,600
Dhalai,Tripura,2017,6,12137,80123,406
Dhalai,Tripura,2018,6,12779,199694,594
Dhalai,Tripura,2019,6,49258,182816,693
Dhalai,Tripura,2020,3,49689,61411,265
Dhalai,Tripura,2021,3,31683,137372,565
Dhalai,Tripura,2022,6,36782,156013,329
Dhalai,Tripura,2023,6,42534,136661,568
Dhalai,Tripura,2024,4,42566,166842,716
Gomati,Tripura,2015,9,41099,104707,993
Gomati,Tripura,2016,6,25402,153830,845
Gomati,Tripura,2017,4,18063,68601,651
Gomati,Tripura,2018,7,40286,94825,816
Gomati,Tripura,2019,7,36439,89854,559
Gomati,Tripura,2020,7,46351,156610,535
Gomati,Tripura,2021,5,33035,183018,262
Gomati,Tripura,2022,9,34983,177560,396
Gomati,Tripura,2023,8,22728,150387,150
Gomati,Tripura,2024,9,40227,192011,751
Khowai,Tripura,2015,6,33802,144772,416
Khowai,Tripura,2016,5,47160,58691,244
Khowai,Tripura,2017,6,13920,81610,601
Khowai,Tripura,2018,6,17218,75742,870
Khowai,Tripura,2019,5,19552,93862,205
Khowai,Tripura,2020,4,20427,145666,275
Khowai,Tripura,2021,7,26187,159060,457
Khowai,Tripura,2022,9,32662,175162,686
Khowai,Tripura,2023,5,35357,160084,804
Khowai,Tripura,2024,9,13851,66815,813
North Tripura,Tripura,2015,5,26562,199671,316
North Tripura,Tripura,2016,9,19505,100785,162
North Tripura,Tripura,2017,7,26386,75691,299
North Tripura,Tripura,2018,6,28689,57932,943
North Tripura,Tripura,2019,5,33272,172655,349
North Tripura,Tripura,2020,7,25257,173855,318
North Tripura,Tripura,2021,9,41229,160282,436
North Tripura,Tripura,2022,7,29596,53976,993
North Tripura,Tripura,2023,8,14285,150604,816
North Tripura,Tripura,2024,8,11694,140495,677
Sepahijala,Tripura,2015,9,29767,177965,961
Sepahijala,Tripura,2016,7,43437,58765,667
Sepahijala,Tripura,2017,3,21329,88432,420
Sepahijala,Tripura,2018,4,44354,180892,906
Sepahijala,Tripura,2019,3,12780,78567,706
Sepahijala,Tripura,2020,9,49953,146227,618
Sepahijala,Tripura,2021,4,18533,87730,646
Sepahijala,Tripura,2022,3,11314,150475,990
Sepahijala,Tripura,2023,5,49424,129864,552
Sepahijala,Tripura,2024,7,37385,193670,989
South Tripura,Tripura,2015,6,13107,133544,783
South Tripura,Tripura,2016,5,45231,155065,765
South Tripura,Tripura,2017,7,41676,146894,333
South Tripura,Tripura,2018,9,45904,136123,780
South Tripura,Tripura,2019,7,12257,104981,213
South Tripura,Tripura,2020,6,41067,185629,775
South Tripura,Tripura,2021,6,40577,141258,901
South Tripura,Tripura,2022,8,20287,72359,474
South Tripura,Tripura,2023,8,19574,162620,695
South Tripura,Tripura,2024,9,38033,114334,624
Unakoti,Tripura,2015,8,27137,176478,938
Unakoti,Tripura,2016,4,24037,68761,776
Unakoti,Tripura,2017,8,24293,192263,280
Unakoti,Tripura,2018,5,32396,156537,406
Unakoti,Tripura,2019,8,47941,133424,274
Unakoti,Tripura,2020,6,13175,89003,841
Unakoti,Tripura,2021,6,13141,181246,398
Unakoti,Tripura,2022,3,33001,93734,937
Unakoti,Tripura,2023,7,34407,199073,650
Unakoti,Tripura,2024,4,33579,56031,864
West Tripura,Tripura,2015,4,47667,198523,550
West Tripura,Tripura,2016,8,28564,186206,327
West Tripura,Tripura,2017,8,21033,98425,631
West Tripura,Tripura,2018,7,29957,100295,867
West Tripura,Tripura,2019,4,13897,170108,774
West Tripura,Tripura,2020,6,24338,118206,898
West Tripura,Tripura,2021,4,27507,53819,301
West Tripura,Tripura,2022,4,46986,191233,185
West Tripura,Tripura,2023,5,42153,123547,405
West Tripura,Tripura,2024,6,42554,90856,755
Agra,Uttar Pradesh,2015,9,10117,147321,796
Agra,Uttar Pradesh,2016,7,38324,92944,784
Agra,Uttar Pradesh,2017,6,23285,144781,228
Agra,Uttar Pradesh,2018,7,22674,90054,825
Agra,Uttar Pradesh,2019,9,28784,74097,267
Agra,Uttar Pradesh,2020,5,22621,87400,652
Agra,Uttar Pradesh,2021,4,13224,101406,351
Agra,Uttar Pradesh,2022,8,42323,54675,313
Agra,Uttar Pradesh,2023,4,43854,52031,204
Agra,Uttar Pradesh,2024,6,15704,73696,403
Aligarh,Uttar Pradesh,2015,4,31955,55609,323
Aligarh,Uttar Pradesh,2016,5,46140,67017,791
Aligarh,Uttar Pradesh,2017,9,34544,172774,300
Aligarh,Uttar Pradesh,2018,4,24454,82704,752
Aligarh,Uttar Pradesh,2019,7,40760,126372,269
Aligarh,Uttar Pradesh,2020,9,37291,170939,683
Aligarh,Uttar Pradesh,2021,5,45823,130540,246
Aligarh,Uttar Pradesh,2022,6,30371,73125,650
Aligarh,Uttar Pradesh,2023,5,47729,92495,665
Aligarh,Uttar Pradesh,2024,7,28678,181714,880
Ambedkar Nagar,Uttar Pradesh,2015,7,11480,182361,192
Ambedkar Nagar,Uttar Pradesh,2016,5,47927,66248,418
Ambedkar Nagar,Uttar Pradesh,2017,6,26744,114788,748
Ambedkar Nagar,Uttar Pradesh,2018,8,13127,80974,795
Ambedkar Nagar,Uttar Pradesh,2019,4,11540,100214,749
Ambedkar Nagar,Uttar Pradesh,2020,9,23879,189774,577
Ambedkar Nagar,Uttar Pradesh,2021,5,43147,91974,618
Ambedkar Nagar,Uttar Pradesh,2022,6,20994,98957,794
Ambedkar Nagar,Uttar Pradesh,2023,4,48267,152004,234
Ambedkar Nagar,Uttar Pradesh,2024,9,10078,159093,534
Amethi,Uttar Pradesh,2015,4,49193,61399,538
Amethi,Uttar Pradesh,2016,8,17573,100577,182
Amethi,Uttar Pradesh,2017,8,45560,111699,332
Amethi,Uttar Pradesh,2018,3,19367,123044,920
Amethi,Uttar Pradesh,2019,5,19314,59670,186
Amethi,Uttar Pradesh,2020,6,37868,174067,213
Amethi,Uttar Pradesh,2021,9,23712,90170,470
Amethi,Uttar Pradesh,2022,5,18309,119210,258
Amethi,Uttar Pradesh,2023,5,38195,79280,938
Amethi,Uttar Pradesh,2024,6,36254,197876,846
Amroha,Uttar Pradesh,2015,7,32126,169958,218
Amroha,Uttar Pradesh,2016,8,36199,115942,793
Amroha,Uttar Pradesh,2017,3,12892,137403,343
Amroha,Uttar Pradesh,2018,5,48849,76203,340
Amroha,Uttar Pradesh,2019,3,45925,160141,603
Amroha,Uttar Pradesh,2020,6,39052,87828,225
Amroha,Uttar Pradesh,2021,6,27481,77487,285
Amroha,Uttar Pradesh,2022,8,14997,130875,479
Amroha,Uttar Pradesh,2023,6,27780,67728,859
Amroha,Uttar Pradesh,2024,8,42696,101567,452
Auraiya,Uttar Pradesh,2015,5,27472,127983,415
Auraiya,Uttar Pradesh,2016,4,22308,110402,607
Auraiya,Uttar Pradesh,2017,4,40143,166687,711
Auraiya,Uttar Pradesh,2018,6,14754,128289,876
Auraiya,Uttar Pradesh,2019,3,21786,60181,431
Auraiya,Uttar Pradesh,2020,6,36544,129443,600
Auraiya,Uttar Pradesh,2021,7,46072,110269,281
Auraiya,Uttar Pradesh,2022,4,39606,81005,910
Auraiya,Uttar Pradesh,2023,9,27337,172937,354
Auraiya,Uttar Pradesh,2024,5,43486,159182,694
Ayodhya,Uttar Pradesh,2015,7,16235,71658,878
Ayodhya,Uttar Pradesh,2016,6,19515,100966,285
Ayodhya,Uttar Pradesh,2017,5,46567,69837,928
Ayodhya,Uttar Pradesh,2018,4,20149,137033,237
Ayodhya,Uttar Pradesh,2019,7,18561,163796,294
Ayodhya,Uttar Pradesh,2020,9,27400,174890,818
Ayodhya,Uttar Pradesh,2021,5,21172,164973,459
Ayodhya,Uttar Pradesh,2022,5,22785,175769,739
Ayodhya,Uttar Pradesh,2023,5,47702,85384,603
Ayodhya,Uttar Pradesh,2024,7,12331,115376,340
Azamgarh,Uttar Pradesh,2015,8,15896,111931,186
Azamgarh,Uttar Pradesh,2016,6,41814,196512,735
Azamgarh,Uttar Pradesh,2017,6,44683,83170,908
Azamgarh,Uttar Pradesh,2018,9,35133,164961,618
Azamgarh,Uttar Pradesh,2019,7,45746,184446,186
Azamgarh,Uttar Pradesh,2020,8,10539,98465,424
Azamgarh,Uttar Pradesh,2021,5,42787,118966,524
Azamgarh,Uttar Pradesh,2022,9,32176,154688,704
Azamgarh,Uttar Pradesh,2023,8,41621,129033,356
Azamgarh,Uttar Pradesh,2024,9,27642,55228,934
Baghpat,Uttar Pradesh,2015,6,39822,118137,874
Baghpat,Uttar Pradesh,2016,6,26629,138115,596
Baghpat,Uttar Pradesh,2017,5,21375,164651,912
Baghpat,Uttar Pradesh,2018,9,27409,98841,934
Baghpat,Uttar Pradesh,2019,5,32398,134256,623
Baghpat,Uttar Pradesh,2020,8,40142,133258,747
Baghpat,Uttar Pradesh,2021,8,39806,147443,175
Baghpat,Uttar Pradesh,2022,8,33719,135949,305
Baghpat,Uttar Pradesh,2023,6,26682,72921,955
Baghpat,Uttar Pradesh,2024,6,47278,136551,824
Bahraich,Uttar Pradesh,2015,6,15539,89576,916
Bahraich,Uttar Pradesh,2016,6,47732,100345,560
Bahraich,Uttar Pradesh,2017,3,11764,64854,150
Bahraich,Uttar Pradesh,2018,8,48158,65904,787
Bahraich,Uttar Pradesh,2019,8,38045,191232,775
Bahraich,Uttar Pradesh,2020,7,13351,168548,908
Bahraich,Uttar Pradesh,2021,4,48950,123269,714
Bahraich,Uttar Pradesh,2022,8,42570,166311,499
Bahraich,Uttar Pradesh,2023,7,31777,175295,561
Bahraich,Uttar Pradesh,2024,5,10143,110180,592
Ballia,Uttar Pradesh,2015,4,29483,175266,436
Ballia,Uttar Pradesh,2016,4,26505,70921,908
Ballia,Uttar Pradesh,2017,8,36965,199085,715
Ballia,Uttar Pradesh,2018,3,23394,66764,990
Ballia,Uttar Pradesh,2019,5,11937,181492,445
Ballia,Uttar Pradesh,2020,3,14097,194069,233
Ballia,Uttar Pradesh,2021,9,24381,130836,506
Ballia,Uttar Pradesh,2022,3,29351,111805,989
Ballia,Uttar Pradesh,2023,7,44586,151494,903
Ballia,Uttar Pradesh,2024,7,39164,168014,210
Balrampur,Uttar Pradesh,2015,8,23615,64353,656
Balrampur,Uttar Pradesh,2016,5,13017,119832,503
Balrampur,Uttar Pradesh,2017,3,27605,86988,573
Balrampur,Uttar Pradesh,2018,4,19072,170732,765
Balrampur,Uttar Pradesh,2019,8,27468,127157,916
Balrampur,Uttar Pradesh,2020,3,25193,105521,669
Balrampur,Uttar Pradesh,2021,4,12775,53474,181
Balrampur,Uttar Pradesh,2022,5,30107,196333,882
Balrampur,Uttar Pradesh,2023,8,48417,152238,193
Balrampur,Uttar Pradesh,2024,4,48976,166250,330
Banda,Uttar Pradesh,2015,9,13047,172513,687
Banda,Uttar Pradesh,2016,4,45463,68164,791
Banda,Uttar Pradesh,2017,3,22735,96688,880
Banda,Uttar Pradesh,2018,7,36274,169091,336
Banda,Uttar Pradesh,2019,8,24217,80037,699
Banda,Uttar Pradesh,2020,5,10248,127065,732
Banda,Uttar Pradesh,2021,9,18902,76034,213
Banda,Uttar Pradesh,2022,8,39450,119672,984
Banda,Uttar Pradesh,2023,7,22260,94811,631
Banda,Uttar Pradesh,2024,3,30323,194039,983
Bara Banki,Uttar Pradesh,2015,3,21867,103672,818
Bara Banki,Uttar Pradesh,2016,3,27293,76154,873
Bara Banki,Uttar Pradesh,2017,7,29456,193033,709
Bara Banki,Uttar Pradesh,2018,9,49158,70797,706
Bara Banki,Uttar Pradesh,2019,6,35827,89772,506
Bara Banki,Uttar Pradesh,2020,4,20835,110339,607
Bara Banki,Uttar Pradesh,2021,8,13026,186939,493
Bara Banki,Uttar Pradesh,2022,3,25672,106645,767
Bara Banki,Uttar Pradesh,2023,9,33153,166105,901
Bara Banki,Uttar Pradesh,2024,7,29940,162695,778
Bareilly,Uttar Pradesh,2015,3,39723,134775,259
Bareilly,Uttar Pradesh,2016,7,13450,185421,154
Bareilly,Uttar Pradesh,2017,7,23669,153955,487
Bareilly,Uttar Pradesh,2018,5,41856,130201,225
Bareilly,Uttar Pradesh,2019,8,37895,103625,536
Bareilly,Uttar Pradesh,2020,3,35847,96921,629
Bareilly,Uttar Pradesh,2021,8,21203,140536,860
Bareilly,Uttar Pradesh,2022,7,16671,51731,331
Bareilly,Uttar Pradesh,2023,6,32144,126782,628
Bareilly,Uttar Pradesh,2024,8,26670,193791,782
Basti,Uttar Pradesh,2015,9,41476,130301,439
Basti,Uttar Pradesh,2016,9,16346,104854,706
Basti,Uttar Pradesh,2017,9,19171,62724,991
Basti,Uttar Pradesh,2018,4,32718,83250,266
Basti,Uttar Pradesh,2019,9,45243,125625,441
Basti,Uttar Pradesh,2020,4,15091,144673,394
Basti,Uttar Pradesh,2021,3,20383,169980,880
Basti,Uttar Pradesh,2022,4,41703,129472,342
Basti,Uttar Pradesh,2023,3,48437,179481,220
Basti,Uttar Pradesh,2024,4,14952,129510,321
Bhadohi,Uttar Pradesh,2015,9,23880,120913,481
Bhadohi,Uttar Pradesh,2016,9,45612,154778,748
Bhadohi,Uttar Pradesh,2017,9,32897,190862,373
Bhadohi,Uttar Pradesh,2018,9,12069,109022,264
Bhadohi,Uttar Pradesh,2019,4,40816,180129,222
Bhadohi,Uttar Pradesh,2020,9,44271,99495,979
Bhadohi,Uttar Pradesh,2021,5,16703,64541,265
Bhadohi,Uttar Pradesh,2022,3,24334,177317,266
Bhadohi,Uttar Pradesh,2023,9,13547,146456,947
Bhadohi,Uttar Pradesh,2024,3,20248,92872,183
Bijnor,Uttar Pradesh,2015,4,39503,90339,705
Bijnor,Uttar Pradesh,2016,3,43839,86175,963
Bijnor,Uttar Pradesh,2017,4,34093,125665,349
Bijnor,Uttar Pradesh,2018,7,25560,55327,491
Bijnor,Uttar Pradesh,2019,3,10097,107306,483
Bijnor,Uttar Pradesh,2020,5,33905,54325,174
Bijnor,Uttar Pradesh,2021,7,23298,102163,166
Bijnor,Uttar Pradesh,2022,5,21103,183525,802
Bijnor,Uttar Pradesh,2023,3,16164,160111,420
Bijnor,Uttar Pradesh,2024,4,11569,170808,589
Budaun,Uttar Pradesh,2015,3,29068,57228,840
Budaun,Uttar Pradesh,2016,6,40034,86406,821
Budaun,Uttar Pradesh,2017,4,32034,184949,242
Budaun,Uttar Pradesh,2018,3,23478,132090,538
Budaun,Uttar Pradesh,2019,7,17226,140794,559
Budaun,Uttar Pradesh,2020,5,44723,130724,251
Budaun,Uttar Pradesh,2021,8,36238,190754,810
Budaun,Uttar Pradesh,2022,7,17713,174732,1000
Budaun,Uttar Pradesh,2023,6,31840,94596,841
Budaun,Uttar Pradesh,2024,7,32020,74577,921
